Company,Website,Jobs,Capex_M,Location,County,State,Sector,Date,URL,Notes
Bridor USA,bridor.com,600,410,Lancaster,Dallas,Texas,Food & Beverage,2025-Q4,https://www.bizjournals.com/dallas/news/2025/10/02/bridor-usa-lancaster-facility-national-expansion.html,French-Canadian; industrial bakery
GCP Paper,gcppaper.com,250,400,New Caney,Montgomery,Texas,Advanced Manufacturing,2025-Q4,https://tissueonlinenorthamerica.com/gcp-paper-breaks-ground-on-us400-million-tissue-manufacturing-facility-in-texas/,Tissue manufacturing
Ferrovial,ferrovial.com,,355,Milam,Milam,Texas,Energy & Grid,2025-Q4,https://www.prnewswire.com/news-releases/ferrovial-to-develop-250-mw-solar-facility-in-milam-county-texas-302538883.html,Spanish; 250MW solar; 450 GWh annually
SpaceX,https://spacex.com,400,280,Bastrop,Bastrop,Texas,Semiconductors,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-texas-semiconductor-innovation-fund-grant-to-spacex,Semiconductor R&D; $17.3M TSIF grant
Vantage Data Centers,vantage-dc.com,40,272,San Antonio,Bexar,Texas,Data Centers,2025-Q4,https://www.datacenters.com/vantage-tx22-san-antonio,Hyperscale data center
NNA Polymers,nnapolymers.com,50,250,Big Spring,Howard,Texas,Chemicals & Materials,2025-Q4,https://www.prnewswire.com/news-releases/nna-polymers-to-build-200-000-metric-ton-per-year-polyacrylamide-plant-in-big-spring-texas-302578464.html,Water-soluble polymers; oilfield
SPC Group,spc.co.kr,,208,Burleson,Johnson,Texas,Food & Beverage,2025-Q4,https://www.koreaherald.com/article/10577658,Korean; Paris Baguette bakery
Ninth Avenue Foods,ninthavenuefoods.com,150,200,Longview,Gregg,Texas,Food & Beverage,2025-Q4,https://www.ketk.com/news/local-news/longview-texas-ninth-avenue-foods/,Dairy; 3rd facility
MGC Pure Chemicals,mgc.co.jp,,150,Killeen,Bell,Texas,Semiconductors,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-texas-semiconductor-innovation-grant-to-mgc-pure-chemicals-america-inc,Japanese; $5.3M TSIF grant
Applied Optoelectronics,ao-inc.com,,150,Sugar Land,Fort Bend,Texas,Data Centers,2025-Q4,https://investors.ao-inc.com/news-releases/news-release-details/aoi-announces-expansion-city-sugar-land,Optical transceivers for AI
Formosa Plastics,fpcusa.com,,150,Jackson,Jackson,Texas,Chemicals & Materials,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-new-formosa-plastics-facility-in-jackson-county,Taiwanese; C6 feedstock
MTU Aero Engines,mtu.de,1200,120,Fort Worth,Tarrant,Texas,Aerospace & Defense,2025-Q4,https://www.mtu.de/newsroom/press/latest-press-releases/press-release-detail/mtu-maintenance-signs-30-year-lease-with-the-city-of-fort-worth/,German; jet engine expansion
E-Space,e-space.com,2000,115,Arlington,Tarrant,Texas,Aerospace & Defense,2025-Q4,https://www.arlingtontx.gov/News-Articles/2025/October/City-Breaks-Ground-on-E-Space-North-American-HQ-Airport-Development,Satellite HQ and manufacturing
Linde,linde.com,90,100,Brownsville,Cameron,Texas,Chemicals & Materials,2025-Q4,https://www.brownsvilletx.gov/m/newsflash/Home/Detail/2700,Irish; industrial gas; SpaceX supplier
Bionova,bionova.com,,100,The Woodlands,Montgomery,Texas,Life Sciences & Pharma,2025-Q4,https://www.businesswire.com/news/home/20250812275213/en/Bionova-Scientific-opens-new-pDNA-facility-in-Texas-to-support-rapidly-growing-biopharma-industry,Cell manufacturing
Select Water/Mariana Minerals,selectwater.com,50,100,Joaquin,Shelby,Texas,Energy & Grid,2025-Q4,https://investors.selectwater.com/news-events/press-releases/detail/134/select-water-solutions-and-mariana-minerals-break-ground-on-texass-first-commercial-produced-water-lithium-extraction-facility,Lithium extraction plant
Inventec,inventec.com,,85,Katy,Fort Bend,Texas,Technology,2025-Q4,https://focustaiwan.tw/business/202504290013,Taiwanese; AI server manufacturing
Embraer,embraer.com,250,70,Fort Worth,Tarrant,Texas,Aerospace & Defense,2025-Q4,https://fortworthreport.org/2025/10/21/new-70m-aircraft-maintenance-center-manufacturing-plant-coming-to-alliance-airport/,Brazilian; MRO facility
Rowan Digital,rowandigital.com,40,700,Temple,Bell,Texas,Data Centers,2025-Q4,https://templeedc.com/rowan-to-open-data-center-in-south-temple/,Hyperscale data center
MGM/VanTran Transformers,mg.com,700,,Waco,McLennan,Texas,Energy & Grid,2025-Q4,https://mgmtransformers.com/vantran-and-mgm-transformers-strengthen-u-s-energy-supply-chain-with-texas-expansion/,430K sqft facility - GRID PLAY
Salcomp,salcomp.com,660,,Arlington,Tarrant,Texas,Technology,2025-Q4,https://salcomp.com/,Finnish; mobile power supplies; US HQ
L&T Technology,ltts.com,350,,Plano,Collin,Texas,Technology,2025-Q4,https://www.ltts.com/press-release/ltts-launches-new-engineering-design-center-ai-tech-digital-manufacturing,Indian; engineering design center
Immatics,https://immatics.com,200,,Stafford,Fort Bend,Texas,Life Sciences & Pharma,2025-Q4,https://www.bizjournals.com/houston/news/2025/04/30/immatics-us-cell-therapy-plant-stafford-opens.html,German; cell therapy mfg
Lefko,lefko.de,149,15,New Braunfels,Comal,Texas,Advanced Manufacturing,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-lefko-manufacturing-facility-in-new-braunfels,First US facility; $968K TEF
NTxBio,ntxbio.com,170,31,Plano,Collin,Texas,Life Sciences & Pharma,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-ntxbio-facility-in-plano,Biomanufacturing; $1.48M TEF
PEGATRON,pegatron.com,,35,Georgetown,Williamson,Texas,Technology,2025-Q4,https://georgetowntexas.gov/news_detail_T29_R597.php,Taiwanese; AI computing; first US facility
Gattefossé,gattefosse.com,,55,Lufkin,Angelina,Texas,Life Sciences & Pharma,2025-Q4,https://www.ktre.com/2025/09/23/frances-gattefoss-opens-new-lufkin-manufacturing-facility/,French; beauty/pharma ingredients
Gerdau,gerdau.com,,51,Midlothian,Ellis,Texas,Advanced Manufacturing,2025-Q4,https://fobberg.com/2025/10/08/gerdau-to-expand-its-electric-arc-furnace-plant-in-midlothian-texas/,Brazilian; steel recycling expansion
BMK Pharma,bmkpharma.com,100,50,Allen,Collin,Texas,Life Sciences & Pharma,2025-Q4,https://dallasinnovates.com/bmk-pharma-to-open-50m-u-s-hq-and-pharmaceutical-facility-in-allen/,US HQ; pharmaceutical
Yerico Manufacturing,yerico.com,30,13,Elgin,Bastrop,Texas,Semiconductors,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-texas-semiconductor-innovation-fund-grant-to-yerico-manufacturing,Semiconductor equipment refurb; $1.3M TSIF
Cancoil USA,cancoil.com,,,Jacksonville,Cherokee,Texas,Advanced Manufacturing,2025-11,https://gov.texas.gov/news/post/governor-abbott-announces-cancoil-manufacturing-facility-in-jacksonville,First US operations center
Ariat International,ariat.com,150,9,Fort Worth,Tarrant,Texas,Consumer Goods,2025,https://gov.texas.gov/news/post/governor-abbott-announces-ariat-international-expansion-in-fort-worth,Regional HQ expansion
Texas Instruments,https://ti.com,800,11000,Lehi,Utah,Utah,Semiconductors,2025,https://www.manufacturingdive.com/news/major-factory-construction-projects-to-watch-in-2026/809448/,300mm fab next to existing Micron-acquired facility
Innovative Labs,,,,Springville,Utah,Utah,Life Sciences & Pharma,2026-01,https://www.hjnews.com/news/state/innovative-labs-scales-health-and-wellness-manufacturing-with-new-high-capacity-utah-facility/,CDMO; health and wellness manufacturing
Bridor,bridor.com,87,229,Rural Utah,,Utah,Food & Beverage,2025-02,https://businessfacilities.com/recent-expansions-into-utah-establish-87-jobs-229m-investment,French-Canadian; bakery; 13-year plan
MCM Engineering II,mcmengineering.com,250,168,Enoch,Iron,Utah,Energy & Grid,2026-01,https://www.areadevelopment.com/newsItems/1-12-2026/mcm-engineering-ii-enoch-utah.shtml,Custom MV/LV switchgear; 10-year plan - GRID!
Holtec/Hi Tech Solutions,,,,Brigham City,Box Elder,Utah,Energy & Grid,2025-11,https://www.deseret.com/utah/2025/11/17/gov-cox-announces-site-for-utah-nuclear-power-plant/,Operation Gigawatt; SMR component manufacturing; workforce training
BAE Systems,https://www.baesystems.com/,,,Utah,,Utah,Aerospace & Defense,2026-02,https://www.executivebiz.com/articles/bae-systems-utah-office-icbm-weapon-support,UK; new office; ICBM support
Fluence Energy,https://fluenceenergy.com/,,,Utah,,Utah,Battery & Storage,2025,https://ir.fluenceenergy.com/news-releases/news-release-details/fluence-initiates-us-manufacturing-battery-modules-energy,Battery module manufacturing; 75-150 Cubes/week
Ionic Mineral Technologies,,,29.0,Provo area,,Utah,Metals & Steel,2025-12,https://ionicmt.com/press/ionic-mineral-technologies-announces-major-u-s-discovery-of-rare-earth-and-critical-technology-metals-at-utahs-silicon-ridge,Silicon Ridge project; rare earth; $29M Series B
Integrated Rail & Resources,integratedrail.com,40,87,Uintah,Uintah,Utah,Infrastructure,2026-01,https://www.deseret.com/business/2026/01/13/railway-resource-expansion-bound-for-uintah-county-projected-to-inject-87m-in-local-economy/,Railway and resource expansion
Hitachi Energy,hitachienergy.com,825,457,South Boston,Halifax,Virginia,Energy & Grid,2025-09,https://www.hitachienergy.com/us/en/news-and-events/press-releases/2025/09/hitachi-announces-historic-1-billion-usd-manufacturing-investment-to-power-america-s-energy-future-through-production-of-critical-grid-infrastructure,Japanese; power transformer production; Deal of Year - GRID! 🔌
Eaton,eaton.com,200,50,Richmond area,Henrico,Virginia,Energy & Grid,2025-12,https://www.businesswire.com/news/home/20251210442028/en/Eaton-invests-$50M-in-new-Virginia-facility-to-advance-grid-to-chip-AI-data-center-solutions,Grid-to-chip AI data center power distribution; doubling Richmond footprint; GRID!
Merck,merck.com,500,3000,Elkton,Rockingham,Virginia,Life Sciences & Pharma,2026,https://www.pharmexec.com/view/merck-planning-70-billion-investment-us-expansion,Center of Excellence; small molecule mfg; part of $70B US expansion
Solstice Advanced Materials,solsticeam.com,,220,Chesterfield,Chesterfield,Virginia,Advanced Manufacturing,2026-01,https://www.areadevelopment.com/newsItems/1-16-2026/solstice-advanced-materials-chesterfield-county-virginia.shtml,$2M performance grant; $1.5M Opportunity Fund
Infinity Global,,150,34,Danville,Danville,Virginia,Advanced Manufacturing,2026-01,https://www.wdbj7.com/2026/01/15/high-end-packaging-firm-expand-danville-hq-makes-34m-investment/,Packaging solutions; HQ expansion
Google,google.com,150,3000,Botetourt,Botetourt,Virginia,Data Centers,2026-02,https://www.roanokerambler.com/google-aims-to-build-3-data-centers-totaling-nearly-1-million-square-feet-in-botetourt-records-show/,3 data centers; nearly 1M sq ft; minimum commitment
Anchor,anchorcoupling.com,86,,Virginia Beach,Virginia Beach,Virginia,Aerospace & Defense,2026-01,https://virginiabeach.gov/connect/blog/growth-matters-economic-development-grant-programs-assist-businesses-with-their-growth-needs,Maritime and defense expansion
Echodyne,echo-usa.com,,40,Washington State,,Washington,Aerospace & Defense,2026,https://defence-industry.eu/echodyne-to-invest-40-million-in-washington-manufacturing-facility-as-global-radar-demand-grows/,86K sq ft facility; radar production; summer 2026
Apple,apple.com,,,Washington,,Washington,Technology,2026,https://www.apple.com/newsroom/2025/02/apple-will-spend-more-than-500-billion-usd-in-the-us-over-the-next-four-years/,Part of $500B US expansion; teams expanding [Note: Part of $500B total US commitment]
Frontieras North America,frontieras.com,200,850,Mason County,Mason,West Virginia,Energy & Grid,2026-01,https://www.areadevelopment.com/newsItems/1-28-2026/frontieras-north-america-mason-county-west-virginia.shtml,Advanced coal reformation facility; 183 acres; 2000+ construction jobs
Calpine,calpine.com,400,1000,Moundsville,Marshall,West Virginia,Energy & Grid,2026,https://wtov9.com/news/local/revived-natural-gas-plant-by-calpine-promises-400-construction-jobs-in-marshall-county-calpine-natural-gas-marshall-county-construction-jobs-energy-investment-west-virginia-power-plant-economic-growth,Natural gas power plant; Constellation unit
Microsoft,microsoft.com,,13300,Mount Pleasant,Racine,Wisconsin,Data Centers,2026-01,https://racinecountyeye.com/2026/01/20/microsoft-13b-expand-mount-pleasant/,15 new data centers; two campuses; massive AI expansion
Nestle Purina,purina.com,120,335,Jefferson,Jefferson,Wisconsin,Food & Beverage,2025-10,https://www.wdtimes.com/news/local/how-wisconsin-developers-help-translate-global-capital-into-local-growth/,Swiss; pet food expansion; 35K sq ft
Eli Lilly,https://lilly.com,750,4000,Kenosha,Kenosha,Wisconsin,Life Sciences & Pharma,2025-08,https://wedc.org/gov-evers-wedc-announce-incentives-to-support-eli-lilly-and-companys-4-billion-expansion-in-wisconsin/,Pharma expansion; 2K construction jobs
Foxconn,foxconn.com,1374,569,Mount Pleasant,Racine,Wisconsin,Technology,2025-11,https://wedc.org/wedc-foxconn-announce-additional-569-million-investment-in-racine-county/,Taiwanese; expansion; new WEDC deal
Milwaukee Tool,milwaukeetool.com,300,42,Wisconsin,,Wisconsin,Advanced Manufacturing,2025-11,https://wedc.org/gov-evers-wedc-announce-milwaukee-tool-to-invest-42-million-create-300-high-skill-jobs-in-wisconsin/,Power tools expansion; high-skill jobs
Catalent,catalent.com,,45,Madison area,,Wisconsin,Life Sciences & Pharma,2025-07,https://www.wispolitics.com/2025/gov-evers-wisconsin-economic-development-corporation-celebrate-catalents-45-million-expansion-adding-to-the-states-booming-biohealth-sector/,Biohealth facility expansion
(Data center pipeline),,,,Various,,Wyoming,Data Centers,2025-2026,https://www.wyomingnews.com/laramieboomerang/opinion/data-centers-are-a-rare-opportunity-for-wyoming/article_b85d31c7-3cd6-411d-ac73-e0781c265fff.html,Multiple data center projects in pipeline; state actively courting
"Enerpac Tool Group, Corp.",enerpac.com,,15.7,Milwaukee,Milwaukee,Wisconsin,Advanced Manufacturing,2024-10,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Cascades Holding US Inc.,cascades.com,36,6.0,Eau Claire,Eau Claire,Wisconsin,Advanced Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Furlani Foods, LLC",furlanifoods.com,75,43.5,Oak Creek,Milwaukee,Wisconsin,Advanced Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Microbial Discovery Group,microbialresearch.com,46,28.0,Oak Creek,Milwaukee,Wisconsin,Advanced Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Vermilion Madison Development LLC,vermiliondev.com,,92.4,Madison,Dane,Wisconsin,Construction & Real Estate,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"XeteX, LLC",xetexinc.com,25,7.8,Holmen,La Crosse,Wisconsin,Advanced Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Associated Milk Producers, Inc.",ampi.com,25,45.5,Portage,Columbia,Wisconsin,Advanced Manufacturing,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Reinhart FoodService, LLC",reinhartfoodservice.com,,14.0,West Salem,La Crosse,Wisconsin,Logistics & Distribution,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Schutz Container Systems, Inc.",schuetz.net,185,166.0,Kenosha,Kenosha,Wisconsin,Advanced Manufacturing,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"WHPC-Regent Street-Madison, LLC",,,14.5,Madison,Dane,Wisconsin,Construction & Real Estate,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Meta House Inc.,meta.com,,26.3,Milwaukee,Milwaukee,Wisconsin,Life Sciences & Pharma,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Kin at Freshwater LLC,,,43.8,Milwaukee,Milwaukee,Wisconsin,Construction & Real Estate,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Big Lift LLC,,38,6.7,De Forest,Dane,Wisconsin,Logistics & Distribution,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Dynamic Ratings, Inc.",,34,19.4,Sussex,Waukesha,Wisconsin,Advanced Manufacturing,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Urnex Brands, LLC",,84,10.6,Somers,Kenosha,Wisconsin,Advanced Manufacturing,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Worthington Cylinders Wisconsin, LLC",,,57.5,Chilton,Calumet,Wisconsin,Advanced Manufacturing,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"AmeriLux International, LLC",ameriluxinternational.com,122,42.7,De Pere,Brown,Wisconsin,Advanced Manufacturing,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Four South Blair, LLC",,,14.5,Madison,Dane,Wisconsin,Construction & Real Estate,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"Degas, LLC",degas.com,,100.0,Beaver Dam,Chippewa,Wisconsin,Other,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Data Center Sales and Use Tax Exemption
"Robinson, Inc",,245,20.3,De Pere,Brown,Wisconsin,Advanced Manufacturing,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"FIT Investment Group, LLC",,,18.4,Milwaukee,Milwaukee,Wisconsin,Construction & Real Estate,2025-03,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Kitchen Fresh Foods LLC,,135,6.5,Ashwaubenon,Brown,Wisconsin,Advanced Manufacturing,2025-03,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Triangle Manufacturing Company,,16,6.4,Oshkosh,Winnebago,Wisconsin,Advanced Manufacturing,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Impact Seven, Inc.",,,17.7,Stevens Point,Portage,Wisconsin,Life Sciences & Pharma,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Community Development Investment
"New Richmond, City of",,,24.4,New Richmond,St. Croix,Wisconsin,Construction & Real Estate,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Idle Sites Redevelopment Program
"Catalent Pharma Solutions, LLC",catalent.com,200,45.0,Madison,Dane,Wisconsin,Advanced Manufacturing,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Swiss-Tech LLC,,22,2.8,Delavan,Walworth,Wisconsin,Advanced Manufacturing,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Edgerton, City of",,,10.3,Edgerton,Rock,Wisconsin,Construction & Real Estate,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Idle Sites Redevelopment Program
"Oshkosh, City of",,,11.2,Oshkosh,Winnebago,Wisconsin,Life Sciences & Pharma,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Community Development Investment
"USV 222, LLC",,,50.0,Appleton,Outagamie,Wisconsin,Construction & Real Estate,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Historic Preservation Tax Credit
Brearly Street Property Group LLC,,,25.4,Madison,Dane,Wisconsin,Construction & Real Estate,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"Couleecap, Inc.",,,17.7,La Crosse,La Crosse,Wisconsin,Construction & Real Estate,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Community Development Investment
"South Milwaukee, City of",,,32.7,South Milwaukee,Milwaukee,Wisconsin,Other,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Idle Sites Redevelopment Program
"Wixon, Inc.",,60,22.2,Milwaukee,Milwaukee,Wisconsin,Advanced Manufacturing,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
NOVA GB SPE LLC,,,76.5,Green Bay,Brown,Wisconsin,Construction & Real Estate,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Kenosha Downtown Block I LLC,,,42.6,Kenosha,Kenosha,Wisconsin,Construction & Real Estate,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"Yaskawa America, Inc",yaskawa.com,708,130.0,Oak Creek,Milwaukee,Wisconsin,Advanced Manufacturing,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Enterprise Zone
2510 Good Hope LLC,goodhopefarms.com,,50.9,Glendale,Milwaukee,Wisconsin,Construction & Real Estate,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"La Crosse, City of",,,60.7,La Crosse,La Crosse,Wisconsin,Other,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Idle Sites Redevelopment Program
Balcan USA Inc.,,63,68.0,Pleasant Prairie,Kenosha,Wisconsin,Advanced Manufacturing,2025-07,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
LAG Family LLC,,,11.8,Plymouth,Sheboygan,Wisconsin,Other,2025-07,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Historic Preservation Tax Credit
Belmark Inc,belmark.com,143,121.8,De Pere,Brown,Wisconsin,Advanced Manufacturing,2025-07,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"PS Seasoning & Spices, Inc.",,100,4.2,Iron Ridge,Dodge,Wisconsin,Advanced Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Eli Lilly and Company,lilly.com,700,2232.7,Kenosha,Kenosha,Wisconsin,Advanced Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Enterprise Zone
Stanpac USA LLC,,28,4.4,Portage,Columbia,Wisconsin,Advanced Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"The DeLong Company, Inc.",,,28.0,Avalon,Rock,Wisconsin,Logistics & Distribution,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Derse, Inc",,65,48.0,Milwaukee,Milwaukee,Wisconsin,Advanced Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Children's Museum of Rock County, Inc.",,,14.8,Janesville,Rock,Wisconsin,Other,2025-09,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Community Development Investment
"Impact Confections, Inc",,,12.4,Janesville,Rock,Wisconsin,Advanced Manufacturing,2025-09,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Apple/Corning,corning.com,,2500,Harrodsburg,Mercer,Kentucky,Advanced Manufacturing,2025-08,https://www.apple.com/newsroom/2025/08/apple-corning-to-manufacture-all-iphone-apple-watch-cover-glass-in-kentucky/,ALL iPhone & Apple Watch cover glass; 50% workforce increase
Ford Motor Company,ford.com,100,60,Louisville,Jefferson,Kentucky,Automotive & EV,2025-10,https://www.courier-journal.com/story/money/companies/2025/10/23/ford-increases-production-kentucky-truck-plant/,Kentucky Truck Plant; Super Duty expansion
Toyota,toyota.com,82,204.4,Georgetown,Scott,Kentucky,Automotive & EV,2025-11,https://www.kentucky.com/news/business/article314689592.html,EV Highlander production; Japanese
Micron,micron.com,,200000,Idaho/New York/Virginia,,Multiple,Semiconductors,2025-12,https://www.manufacturingdive.com/news/major-factory-construction-projects-to-watch-in-2026/809448/,"Memory chips; 2 fabs ID + 4 fabs NY + VA expansion; CHIPS Act $6.4B [Jobs: 90K is multi-site/multi-year total, not single project]"
Samsung Electronics,samsung.com,1800,17000,Taylor,Williamson,Texas,Semiconductors,2025,https://www.manufacturingdive.com/news/major-factory-construction-projects-to-watch-in-2026/809448/,Korean; CHIPS Act $4.7B; operational 2026
Stellantis,stellantis.com,5000,13000,Illinois/Indiana/Michigan/Ohio,,Multiple,Automotive & EV,2025-10,https://www.stellantis.com/en/news/press-releases/2025/october/stellantis-to-invest-13-billion-to-grow-in-the-united-states,Dutch; Warren Truck + Detroit Assembly + Jeep; 50% production increase
Tesla,tesla.com,,3600,Reno,,Nevada,Automotive & EV,2025,https://www.tesla.com/blog/continuing-our-investment-nevada,Semi-trucks and batteries
Sweetwater,sweetwater.com,300,36.7,Fort Wayne,Allen,Indiana,Logistics & Distribution,2026-02,https://www.insideindianabusiness.com/articles/sweetwater-plans-fort-wayne-expansion-adding-300-jobs,Music equipment distribution expansion
John Deere,deere.com,150,,Northwest Indiana,,Indiana,Logistics & Distribution,2026-01,https://www.giant.fm/fulton-county/news/local-news/john-deere-expansion-to-northwest-indiana-150-new-jobs/,State-of-the-art distribution center
DDP Specialty Electronic Materials,ddpcorp.com,22,20,Midland,Midland,Michigan,Chemicals & Materials,2026-01,https://www.areadevelopment.com/newsItems/1-30-2026/ddp-specialty-electronic-materials-us-midland-michigan.shtml,Electronic-grade specialty materials
E-Space Inc,e-space.com,2000,115,Arlington,Tarrant,Texas,Aerospace & Defense,2025,https://gov.texas.gov/business/page/recent-project-announcements,Satellite manufacturing; 480K sq ft
Rowan Digital Infrastructure,rowandigital.com,40,700,Temple,Bell,Texas,Data Centers,2025,https://gov.texas.gov/business/page/recent-project-announcements,Hyperscale data center
Lollicup USA,lollicup.com,,20,Rockwall,Rockwall,Texas,Advanced Manufacturing,2025,https://gov.texas.gov/business/page/recent-project-announcements,HQ relocation from CA; 650K sq ft
Hennessey,hennesseyperformance.com,80,15,Sealy,Austin,Texas,Automotive & EV,2025,https://gov.texas.gov/business/page/recent-project-announcements,Car modification; 100K sq ft
Tubefab,tubefab.com,40,30,Jacksonville,Cherokee,Texas,Advanced Manufacturing,2025,https://gov.texas.gov/business/page/recent-project-announcements,Copper tube fabricator; 100K sq ft
AeroVironment,avinc.com,,,Salt Lake City,Salt Lake,Utah,Aerospace & Defense,2025,https://www.edcutah.org/recent-news/aerovironment-av-to-expand-in-salt-lake-city-utah,Drone/UAS manufacturer expansion
Edwards Lifesciences,edwards.com,500,,Draper City,Salt Lake,Utah,Life Sciences & Pharma,2025,https://www.edcutah.org/recent-news/edwards-lifesciences-to-bring-over-500-jobs-to-utah,Medical devices
Fervo Energy,,,,Beaver County,Beaver,Utah,Energy & Grid,2025,https://www.edcutah.org/recent-news/fervo-energy-breaks-ground-on-geothermal-power-plant-in-beaver-county-utah,Geothermal power plant
Nucor,nucor.com,,,Brigham City,Box Elder,Utah,Metals & Steel,2025,https://www.edcutah.org/recent-news/nucor-expanding-to-brigham-city-utah,Steel expansion
ContiTech USA,continental-industry.com,50,65,Mount Pleasant,Henry,Iowa,Chemicals & Materials,2025,https://opportunityiowa.gov/media/7025/download?inline,German (Continental AG); new location; rubber manufacturing
