Company,Website,Jobs,Capex_M,Location,County,State,Sector,Date,URL,Notes,FDI_Origin
PEGATRON,pegatron.com,300,35,Georgetown,Williamson,Texas,Technology,2025-Q4,https://georgetowntexas.gov/news_detail_T29_R597.php,Taiwanese; AI computing; first US facility,Taiwan
Gattefossé,gattefosse.com,20,55,Lufkin,Angelina,Texas,Life Sciences & Pharma,2025-Q4,https://www.ktre.com/2025/09/23/frances-gattefoss-opens-new-lufkin-manufacturing-facility/,French; beauty/pharma ingredients,France
Gerdau,gerdau.com,80,51,Midlothian,Ellis,Texas,Advanced Manufacturing,2025-Q4,https://fobberg.com/2025/10/08/gerdau-to-expand-its-electric-arc-furnace-plant-in-midlothian-texas/,Brazilian; steel recycling expansion,
BMK Pharma,bmkpharma.com,100,50,Allen,Collin,Texas,Life Sciences & Pharma,2025-Q4,https://dallasinnovates.com/bmk-pharma-to-open-50m-u-s-hq-and-pharmaceutical-facility-in-allen/,US HQ; pharmaceutical,
Yerico Manufacturing,yerico.com,30,13,Elgin,Bastrop,Texas,Semiconductors,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-texas-semiconductor-innovation-fund-grant-to-yerico-manufacturing,Semiconductor equipment refurb; $1.3M TSIF,
Cancoil USA,cancoil.ca,120,28,Jacksonville,Cherokee,Texas,Advanced Manufacturing,2025-11,https://gov.texas.gov/news/post/governor-abbott-announces-cancoil-manufacturing-facility-in-jacksonville,Canadian; first US facility; $648K TEF grant; Nov 2025,Canada
Ariat International,ariat.com,150,9,Fort Worth,Tarrant,Texas,Consumer Goods,2025,https://gov.texas.gov/news/post/governor-abbott-announces-ariat-international-expansion-in-fort-worth,Regional HQ expansion,
Texas Instruments,https://ti.com,800,11000,Lehi,Utah,Utah,Semiconductors,2025,https://www.manufacturingdive.com/news/major-factory-construction-projects-to-watch-in-2026/809448/,300mm fab next to existing Micron-acquired facility,
Bridor,bridor.com,87,229,Rural Utah,Box Elder,Utah,Food & Beverage,2025-02,https://businessfacilities.com/recent-expansions-into-utah-establish-87-jobs-229m-investment,French-Canadian; bakery; 13-year plan,France
MCM Engineering II,mcmengineering.com,250,168,Enoch,Iron,Utah,Energy & Grid,2026-01,https://www.areadevelopment.com/newsItems/1-12-2026/mcm-engineering-ii-enoch-utah.shtml,Custom MV/LV switchgear; 10-year plan - GRID!,
Holtec/Hi Tech Solutions,holtecinternational.com,650,750,Brigham City,Box Elder,Utah,Energy & Grid,2025-11,https://www.ans.org/news/2025-11-19/article-7549/operation-gigawatt-looks-to-brigham-city-holtec-and-hi-tech-solutions/,Nuclear SMR-300 manufacturing; Operation Gigawatt; training campus; up to 10 reactors,
BAE Systems,baesystems.com,100,25,Salt Lake City,,Utah,Aerospace & Defense,2026-02,https://www.hjnews.com/news/state/bae-systems-expands-utah-footprint/article_fc469f0b-e7d9-543d-9f52-6468ceb0f5b4.html,UK defense contractor; new Utah office Jan 2026; defense innovation,United Kingdom
Fluence Energy,fluenceenergy.com,300,175,Utah,Salt Lake,Utah,Battery & Storage,2025,https://www.globenewswire.com/news-release/2025/05/28/3089723/0/en/U-S-Senator-John-Curtis-Visits-Utah-Manufacturing-Facility-Producing-Fluence-Battery-Modules,Battery module production; part of $700M US expansion; Senator visit May 2025,
Ionic Mineral Technologies,,50,29.0,Provo area,,Utah,Metals & Steel,2025-12,https://ionicmt.com/press/ionic-mineral-technologies-announces-major-u-s-discovery-of-rare-earth-and-critical-technology-metals-at-utahs-silicon-ridge,Silicon Ridge project; rare earth; $29M Series B,
Integrated Rail & Resources,integratedrail.com,40,87,Uintah,Uintah,Utah,Infrastructure,2026-01,https://www.deseret.com/business/2026/01/13/railway-resource-expansion-bound-for-uintah-county-projected-to-inject-87m-in-local-economy/,Railway and resource expansion,
Hitachi Energy,hitachienergy.com,825,457,South Boston,Halifax,Virginia,Energy & Grid,2025-09,https://virginiabusiness.com/hitachi-energy-to-invest-457m-in-virginia/,Japanese; power transformer production; part of $1B US investment; largest in US; GRID,Japan
Eaton,eaton.com,200,50,Richmond area,Henrico,Virginia,Energy & Grid,2025-12,https://www.businesswire.com/news/home/20251210442028/en/Eaton-invests-$50M-in-new-Virginia-facility-to-advance-grid-to-chip-AI-data-center-solutions,Grid-to-chip AI data center power distribution; doubling Richmond footprint; GRID!,
Merck,merck.com,500,3000,Elkton,Rockingham,Virginia,Life Sciences & Pharma,2026,https://www.pharmexec.com/view/merck-planning-70-billion-investment-us-expansion,Center of Excellence; small molecule mfg; part of $70B US expansion,
Solstice Advanced Materials,solsticeam.com,150,220,Chesterfield,Chesterfield,Virginia,Advanced Manufacturing,2026-01,https://www.areadevelopment.com/newsItems/1-16-2026/solstice-advanced-materials-chesterfield-county-virginia.shtml,$2M performance grant; $1.5M Opportunity Fund,
Infinity Global,,150,34,Danville,Danville,Virginia,Advanced Manufacturing,2026-01,https://www.wdbj7.com/2026/01/15/high-end-packaging-firm-expand-danville-hq-makes-34m-investment/,Packaging solutions; HQ expansion,
Google,google.com,150,3000,Botetourt,Botetourt,Virginia,Data Centers,2026-02,https://www.roanokerambler.com/google-aims-to-build-3-data-centers-totaling-nearly-1-million-square-feet-in-botetourt-records-show/,3 data centers; nearly 1M sq ft; minimum commitment,
Echodyne,echo-usa.com,100,40,Washington State,,Washington,Aerospace & Defense,2026,https://defence-industry.eu/echodyne-to-invest-40-million-in-washington-manufacturing-facility-as-global-radar-demand-grows/,86K sq ft facility; radar production; summer 2026,
Frontieras North America,frontieras.com,200,850,Mason County,Mason,West Virginia,Energy & Grid,2026-01,https://www.areadevelopment.com/newsItems/1-28-2026/frontieras-north-america-mason-county-west-virginia.shtml,Advanced coal reformation facility; 183 acres; 2000+ construction jobs,
Calpine,calpine.com,400,1000,Moundsville,Marshall,West Virginia,Energy & Grid,2026,https://wtov9.com/news/local/revived-natural-gas-plant-by-calpine-promises-400-construction-jobs-in-marshall-county-calpine-natural-gas-marshall-county-construction-jobs-energy-investment-west-virginia-power-plant-economic-growth,Natural gas power plant; Constellation unit,
Microsoft,microsoft.com,2300,13300,Mount Pleasant,Racine,Wisconsin,Data Centers,2026-01,https://racinecountyeye.com/2026/01/20/microsoft-13b-expand-mount-pleasant/,15 new data centers; two campuses; massive AI expansion,
Nestle Purina,purina.com,120,335,Jefferson,Jefferson,Wisconsin,Food & Beverage,2025-10,https://www.wdtimes.com/news/local/how-wisconsin-developers-help-translate-global-capital-into-local-growth/,Swiss; pet food expansion; 35K sq ft,Switzerland
Eli Lilly,https://lilly.com,750,4000,Kenosha,Kenosha,Wisconsin,Life Sciences & Pharma,2025-08,https://wedc.org/gov-evers-wedc-announce-incentives-to-support-eli-lilly-and-companys-4-billion-expansion-in-wisconsin/,Pharma expansion; 2K construction jobs,
Foxconn,foxconn.com,1374,569,Mount Pleasant,Racine,Wisconsin,Technology,2025-11,https://wedc.org/wedc-foxconn-announce-additional-569-million-investment-in-racine-county/,Taiwanese; expansion; new WEDC deal,Taiwan
Milwaukee Tool,milwaukeetool.com,300,42,Menomonee Falls,,Wisconsin,Advanced Manufacturing,2025-11,https://wedc.org/gov-evers-wedc-announce-milwaukee-tool-to-invest-42-million-create-300-high-skill-jobs-in-wisconsin/,Facility expansion; 300 high-skill jobs; $4.5M state tax credits,
Catalent,catalent.com,100,45,Madison area,,Wisconsin,Life Sciences & Pharma,2025-07,https://www.wispolitics.com/2025/gov-evers-wisconsin-economic-development-corporation-celebrate-catalents-45-million-expansion-adding-to-the-states-booming-biohealth-sector/,Biohealth facility expansion,
"Enerpac Tool Group, Corp.",enerpac.com,50,15.7,Milwaukee,Milwaukee,Wisconsin,Advanced Manufacturing,2024-10,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
Cascades Holding US Inc.,cascades.com,36,6.0,Eau Claire,Eau Claire,Wisconsin,Advanced Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Furlani Foods, LLC",furlanifoods.com,75,43.5,Oak Creek,Milwaukee,Wisconsin,Advanced Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
Microbial Discovery Group,microbialresearch.com,46,28.0,Oak Creek,Milwaukee,Wisconsin,Advanced Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"XeteX, LLC",xetexinc.com,25,7.8,Holmen,La Crosse,Wisconsin,Advanced Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Associated Milk Producers, Inc.",ampi.com,25,45.5,Portage,Columbia,Wisconsin,Advanced Manufacturing,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Reinhart FoodService, LLC",reinhartfoodservice.com,75,14.0,West Salem,La Crosse,Wisconsin,Logistics & Distribution,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Schutz Container Systems, Inc.",schuetz.net,185,166.0,Kenosha,Kenosha,Wisconsin,Advanced Manufacturing,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
Big Lift LLC,,38,6.7,De Forest,Dane,Wisconsin,Logistics & Distribution,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Dynamic Ratings, Inc.",,34,19.4,Sussex,Waukesha,Wisconsin,Advanced Manufacturing,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Urnex Brands, LLC",,84,10.6,Somers,Kenosha,Wisconsin,Advanced Manufacturing,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Worthington Cylinders Wisconsin, LLC",worthingtonindustries.com,80,57.5,Chilton,Calumet,Wisconsin,Advanced Manufacturing,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"AmeriLux International, LLC",ameriluxinternational.com,122,42.7,De Pere,Brown,Wisconsin,Advanced Manufacturing,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Degas, LLC",degas.com,100,100.0,Beaver Dam,Chippewa,Wisconsin,Other,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Data Center Sales and Use Tax Exemption,
"Robinson, Inc",,245,20.3,De Pere,Brown,Wisconsin,Advanced Manufacturing,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
Kitchen Fresh Foods LLC,,135,6.5,Ashwaubenon,Brown,Wisconsin,Advanced Manufacturing,2025-03,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
Triangle Manufacturing Company,,16,6.4,Oshkosh,Winnebago,Wisconsin,Advanced Manufacturing,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Catalent Pharma Solutions, LLC",catalent.com,200,45.0,Madison,Dane,Wisconsin,Advanced Manufacturing,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
Swiss-Tech LLC,,22,2.8,Delavan,Walworth,Wisconsin,Advanced Manufacturing,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Wixon, Inc.",wixon.com,60,22.2,Milwaukee,Milwaukee,Wisconsin,Advanced Manufacturing,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Yaskawa America, Inc",yaskawa.com,708,130.0,Oak Creek,Milwaukee,Wisconsin,Advanced Manufacturing,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Enterprise Zone,
Balcan USA Inc.,balcan.com,63,68.0,Pleasant Prairie,Kenosha,Wisconsin,Advanced Manufacturing,2025-07,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
LAG Family LLC,,30,11.8,Plymouth,Sheboygan,Wisconsin,Other,2025-07,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Historic Preservation Tax Credit,
Belmark Inc,belmark.com,143,121.8,De Pere,Brown,Wisconsin,Advanced Manufacturing,2025-07,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"PS Seasoning & Spices, Inc.",,100,4.2,Iron Ridge,Dodge,Wisconsin,Advanced Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
Eli Lilly and Company,lilly.com,700,2232.7,Kenosha,Kenosha,Wisconsin,Advanced Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Enterprise Zone,
Stanpac USA LLC,stanpac.com,28,4.4,Portage,Columbia,Wisconsin,Advanced Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"The DeLong Company, Inc.",delongco.com,50,28.0,Avalon,Rock,Wisconsin,Logistics & Distribution,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Derse, Inc",derse.com,65,48.0,Milwaukee,Milwaukee,Wisconsin,Advanced Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
"Impact Confections, Inc",impactconfections.com,50,12.4,Janesville,Rock,Wisconsin,Advanced Manufacturing,2025-09,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit,
Apple/Corning,corning.com,500,2500,Harrodsburg,Mercer,Kentucky,Advanced Manufacturing,2025-08,https://www.apple.com/newsroom/2025/08/apple-corning-to-manufacture-all-iphone-apple-watch-cover-glass-in-kentucky/,ALL iPhone & Apple Watch cover glass; 50% workforce increase,
Ford Motor Company,ford.com,100,60,Louisville,Jefferson,Kentucky,Automotive & EV,2025-10,https://www.courier-journal.com/story/money/companies/2025/10/23/ford-increases-production-kentucky-truck-plant/,Kentucky Truck Plant; Super Duty expansion,
Toyota,toyota.com,82,204.4,Georgetown,Scott,Kentucky,Automotive & EV,2025-11,https://www.kentucky.com/news/business/article314689592.html,EV Highlander production; Japanese,Japan
Samsung Electronics,samsung.com,1800,17000,Taylor,Williamson,Texas,Semiconductors,2025,https://www.manufacturingdive.com/news/major-factory-construction-projects-to-watch-in-2026/809448/,Korean; CHIPS Act $4.7B; operational 2026,South Korea
Tesla,tesla.com,5000,3600,Reno,Washoe,Nevada,Automotive & EV,2025,https://www.tesla.com/blog/continuing-our-investment-nevada,Semi-trucks and batteries,
Sweetwater,sweetwater.com,300,36.7,Fort Wayne,Allen,Indiana,Logistics & Distribution,2026-02,https://www.insideindianabusiness.com/articles/sweetwater-plans-fort-wayne-expansion-adding-300-jobs,Music equipment distribution expansion,
DDP Specialty Electronic Materials,ddpcorp.com,22,20,Midland,Midland,Michigan,Chemicals & Materials,2026-01,https://www.areadevelopment.com/newsItems/1-30-2026/ddp-specialty-electronic-materials-us-midland-michigan.shtml,Electronic-grade specialty materials,
E-Space Inc,e-space.com,2000,115,Arlington,Tarrant,Texas,Aerospace & Defense,2025,https://gov.texas.gov/business/page/recent-project-announcements,Satellite manufacturing; 480K sq ft,
Rowan Digital Infrastructure,rowandigital.com,40,700,Temple,Bell,Texas,Data Centers,2025,https://gov.texas.gov/business/page/recent-project-announcements,Hyperscale data center,
Lollicup USA,lollicup.com,100,20,Rockwall,Rockwall,Texas,Advanced Manufacturing,2025,https://gov.texas.gov/business/page/recent-project-announcements,HQ relocation from CA; 650K sq ft,
Hennessey,hennesseyperformance.com,80,15,Sealy,Austin,Texas,Automotive & EV,2025,https://gov.texas.gov/business/page/recent-project-announcements,Car modification; 100K sq ft,
Tubefab,tubefab.com,40,30,Jacksonville,Cherokee,Texas,Advanced Manufacturing,2025,https://gov.texas.gov/business/page/recent-project-announcements,Copper tube fabricator; 100K sq ft,
AeroVironment,avinc.com,500,42,Salt Lake City,Salt Lake,Utah,Aerospace & Defense,2025,https://investor.avinc.com/news-releases/news-release-details/av-expands-us-manufacturing-salt-lake-city-utah-freedomwerx,FreedomWerx facility; defense drones/UAS manufacturing; production 2H 2025,
Fervo Energy,fervoenergy.com,100,300,Beaver County,Beaver,Utah,Energy & Grid,2025,https://capestation.com/,Cape Station geothermal project; next-gen EGS technology; $462M Series E Q4 2025,
Nucor,nucor.com,200,200,Brigham City,Box Elder,Utah,Metals & Steel,2025,https://www.wvgazettemail.com/business/creating-200-jobs-steel-producer-nucor-to-build-200-million-facility-in-utah/article_a31ec39e-d51f-11ef-93f5-37049544244c.html,Utility structures production; existing campus expansion; Jan 2025 announcement,
ContiTech USA,continental-industry.com,50,65,Mount Pleasant,Henry,Iowa,Chemicals & Materials,2025,https://opportunityiowa.gov/media/7025/download?inline,German (Continental AG); new location; rubber manufacturing,Germany
Stellantis,stellantis.com,3300,600,Belvidere,Boone,Illinois,Automotive & EV,2025-10-14,https://www.stellantis.com/en/news/press-releases/2025/october/stellantis-to-invest-13-billion-to-grow-in-the-united-states,Plant reopening; Jeep Cherokee/Compass production 2027; part of $13B US plan,Netherlands
Stellantis,stellantis.com,900,400,Toledo,Lucas,Ohio,Automotive & EV,2025-10-14,https://www.13abc.com/2025/10/15/new-midsize-truck-production-toledo-assembly-complex-create-more-than-900-jobs/,New midsize truck; Toledo Assembly Complex; part of $13B US plan,Netherlands
Stellantis,stellantis.com,100,100,Kokomo,Howard,Indiana,Automotive & EV,2025-10-14,https://www.wishtv.com/news/business/stellantis-to-invest-100-million-in-kokomo-indiana-adding-100-jobs/,Engine facility investment; part of $13B US plan,Netherlands
Stellantis,stellantis.com,700,11900,Multiple MI locations,,Michigan,Automotive & EV,2025-10-14,https://www.stellantis.com/en/news/press-releases/2025/october/stellantis-to-invest-13-billion-to-grow-in-the-united-states,"Sterling Heights, Warren, Auburn Hills; majority of $13B US plan; 5 new vehicles",Netherlands
TerraPower,terrapower.com,250,4000,Kemmerer,Lincoln,Wyoming,Energy & Grid,2024-08,https://www.businesswyoming.com/news/p/item/58695,Natrium SMR under construction,
Oklo,oklo.com,50,100,Idaho Falls,,Idaho,Energy & Grid,2025-09,https://neutronbytes.com/2025/09/22/oklo-breaks-ground-at-inl,Aurora microreactor at INL,
X-energy,x-energy.com,400,300,Oak Ridge,Anderson,Tennessee,Energy & Grid,2025-01,https://x-energy.com/media/news-releases/x-energy-triso-x-selects-oak-ridge,TRISO-X fuel fab facility,
Kairos Power,kairospower.com,55,100,Oak Ridge,Anderson,Tennessee,Energy & Grid,2026-01,https://kairospower.com/external_updates/kairos-power-begins-construction,Hermes demo reactor,
TMEIC,tmeic.com,300,100,Brookshire,Waller,Texas,Energy & Grid,2024-10,https://www.pv-magazine.com/2024/08/26/tmeic-to-open-9-gw-utility-scale-solar-inverter-factory,9 GW inverter factory,Japan
ES Foundry,esfoundry.com,500,200,Greenwood,Greenwood,South Carolina,Energy & Grid,2025-01,https://finance.yahoo.com/news/es-foundry-opens-solar-cell,Solar cell manufacturing,Taiwan
LG Energy Solution,lgensol.com,2700,5500,Queen Creek,Pinal,Arizona,Battery & Storage,2025-06,https://news.lgensol.com/company-news/press-releases/2592/,Stand-alone battery complex,South Korea
SK On / BlueOval SK,blueovalsk.com,5000,5800,Glendale,Hardin,Kentucky,Battery & Storage,2025-08,https://www.lanereport.com/183196/2025/08/multibillion-dollar-blueoval-sk-ev-battery-plants,Ford/SK EV battery JV producing,South Korea
Form Energy,formenergy.com,750,760,Weirton,Brooke,West Virginia,Battery & Storage,2025-01,https://formenergy.com/west-virginia-governor-jim-justice-announces-form-energy,Iron-air battery manufacturing,
Samsung SDI,samsungsdi.com,1500,3500,New Carlisle,St. Joseph,Indiana,Battery & Storage,2025-01,https://www.samsungsdi.com/sdi-now/sdi-news/3942.html,GM JV 27-36 GWh; Stellantis Kokomo,South Korea
First Solar,firstsolar.com,2000,4000,Multiple,,Alabama,Energy & Grid,2024-01,https://www.pv-tech.org/first-solar-to-open-new-3-7gw-us-manufacturing-plant-in-2026/,14.5 GW US capacity; AL/LA/OH fabs,
GE Hitachi Nuclear Energy,gevernova.com/nuclear,200,400,TVA Region,,Tennessee,Energy & Grid,2025-12,https://www.gevernova.com/news/press-releases/us-department-energy-announces-400-million-funding,BWRX-300 first US commercial SMR; DOE grant,Japan
Lam Research,lamresearch.com,700,65,Tualatin,Washington,Oregon,Semiconductors,2025-11,https://www.oregonlive.com/silicon-forest/2025/11/lam-research-opens-65-million-tualatin-office,R&D expansion for AI chips,
Trina Solar / T1 Energy,trinasolar.com,500,200,Wilmer,Dallas,Texas,Energy & Grid,2025-01,https://www.sunhub.com/blog/top-5-american-solar-panel-manufacturers-in-2025/,5 GW module plant; rebranded T1 Energy,China
